,YGE5,YNE3,GZE15,YGE15,YNE29,GZE10,YNE2,YNE24,GZE4,YNE28,GZE11,YNE23,GZE16,YNE18,YNE6,SCE5,SCE28,YNE25,SCE20,YGE29,SCE4,GZE19,YGE8,SCE29,YGE17,YNE30,GZE28,YNE22,YGE27,YGE10,YGE12,SCE15,SCE21,YGE16,YNE1,YNE20,SCE12,SCE13,YGE30,GZE2,SCE18,YGE28,GZE14,GZE25,SCE10,YGE24,YNE17,YGE18,GZE22,GZE13,GZE9,SCE22,SCE16,SCE2,GZE3,YGE4,YNE4,YNE5,YGE19,YNE26,YGE21,SCE1,YGE25,YNE21,SCE25,YGE20,SCE8,YGE13,YGE14,GZE21,GZE18,GZE26,SCE9,YNE8,YNE10,YGE2,YNE7,SCE23,GZE23,SCE14,YGE11,YGE22,YGE6,YNE19,YNE11,YNE16,YGE26,GZE27,YGE1,GZE17,SCE27,SCE19,YNE14,YGE3,YNE9,GZE12,GZE20,YNE27,YNE15,YGE23,SCE26,YGE9,YGE7,GZE7,GZE24,SCE24,GZE8,GZE5,GZE6,SCE11,GZE1
d__Bacteria;k__unclassified_d__Bacteria;p__Nitrospinae,0,0,0,8.74E-06,0,2.68E-05,0,0,1.25E-05,0,5.71E-06,0,0,0,0,0,0,0,0,0,0,0,1.77E-05,0,0,0,3.36E-06,0,0,0,0,0,0,0,0,0,0,0,1.74E-06,0,0,0,2.26E-05,0,0,2.93E-06,0,0,0,2.53E-06,8.35E-06,0,0,0,0,0,0,0,1.19E-05,0,0,0,5.41E-06,0,0,0,4.18E-06,8.64E-06,1.44E-06,2.31E-06,3.34E-06,0,0,0,0,0,0,0,3.74E-06,0,1.87E-06,5.41E-06,0,0,0,0,0,0,0,8.89E-06,0,0,0,0,0,5.50E-06,0,0,0,0,0,0,0,1.22E-06,0,0,4.22E-05,5.70E-06,3.88E-06,0,4.11E-06
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Pacebacteria,0,0,0,2.91E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,1.84E-05,4.75E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.99E-07,0,4.34E-06,0,0,0,0,0,0,0,0,0,7.67E-06,0.000108522,0,0,0,0,1.70E-06,0,0,0,0,0,0,0,7.85E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83E-05,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Doudnabacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93E-05,0,0,0,7.69E-06,0,0,0,0,0,0,8.42E-07,0,0,0,2.21E-06,0,3.75E-06,0,0,0,0,0,0,0,1.74E-06,0,0,0,0,0,0,0,9.23E-06,4.15E-06,0,0,0,0,0,0,0,0,5.98E-06,0,0,0,0,0,0,2.71E-05,0,0,0,0,0,0,0,0,0,0,4.02E-05,0,0,2.15E-05,0,0,1.87E-06,0,4.03E-06,0,2.30E-05,8.07E-06,2.49E-06,0,0,0,0,0,0,0,1.68E-05,0,0,0,0,0,0,0,2.38E-06,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Deferribacteres,9.64E-07,1.59E-07,5.33E-06,2.91E-06,0,0,5.12E-06,8.56E-06,0,1.56E-06,0,0,0,0,5.14E-07,1.15E-06,0,0,0,0,2.21E-06,1.62E-06,0,0,1.68E-06,0,3.36E-06,1.45E-06,0,0,9.37E-07,2.03E-07,6.52E-06,9.63E-07,6.94E-06,0,3.44E-07,0,0,0,0,0,1.13E-05,0,4.39E-06,0,0,0,0,0,0,1.33E-05,1.84E-05,1.23E-06,6.18E-06,4.46E-06,1.99E-06,2.46E-06,2.97E-06,0,0,1.60E-06,2.70E-06,3.25E-06,3.53E-06,0,0,0,0,4.61E-06,0,0,5.37E-07,7.67E-06,4.02E-06,2.61E-06,2.72E-06,0,0,3.40E-06,1.87E-06,0,0,0,2.09E-06,5.38E-06,0,0,3.59E-06,0,1.36E-06,5.08E-06,0,1.60E-06,0,0,5.30E-06,0,0,3.97E-06,2.59E-06,1.68E-06,0,0,0,0,0,0,0,1.51E-06,1.03E-06
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Hydrogenedentes,0,0,5.33E-06,0,0,1.34E-05,0,0,1.87E-05,0,0,0,2.97E-06,0,0,2.87E-07,0,0,0,0,0,6.47E-06,0,1.90E-06,0,0,3.36E-06,0,0,0,9.37E-07,0,0,0,0,0,6.88E-07,4.54E-06,0,0,7.91E-07,0,0,6.50E-06,1.46E-06,0,0,0,9.76E-06,2.53E-06,1.67E-05,0,0,0,0,0,0,0,0,0,0,0,2.70E-06,0,0,0,2.09E-06,0,2.88E-06,0,0,0,8.05E-07,0,0,0,0,0,3.74E-06,0,0,0,0,0,0,0,0,0,0,4.44E-06,0,0,0,0,0,5.50E-06,1.77E-06,2.56E-06,0,0,0,0,0,0,0,0,4.22E-05,0,1.94E-05,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Abditibacteriota,0,0,1.60E-05,0,0,6.69E-06,6.65E-05,0,0,0,0,2.37E-06,2.97E-06,0,0,0,0,1.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47E-06,0,0,0,0,0,0,0,0,0,0,0,9.23E-07,0,4.88E-06,0,0,0,0,0,0,0,1.20E-05,0,0,0,0,2.40E-06,0,0,4.41E-06,0,0,0,0,6.92E-06,0,0,0,0,0,0,0,0,3.74E-06,0,0,0,2.02E-06,0,0,2.69E-06,7.46E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59E-06,0,2.38E-06,0,0,0,7.04E-06,0,3.88E-06,9.07E-06,1.03E-06
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Nomurabacteria,0,0,0,0,0,0,0,0,0,0,0,0,2.97E-06,0,0,0,0,2.56E-06,0,0,0,0,0,0,0,0,0,0,0,0,1.41E-05,4.27E-06,0,0,0,0,3.44E-07,0,1.74E-06,0,1.58E-06,0,0,0,0,0,0,0,0,0,0,1.33E-05,0,0,0,3.72E-07,0,0,5.93E-06,0,0,0,0,5.85E-05,4.41E-06,0,2.09E-06,0,0,0,0,0,1.88E-06,7.67E-06,0,0,0,3.07E-06,0,0,1.87E-06,0,0,0,0,0,0,0,0,0,1.36E-06,1.75E-07,0,1.20E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38E-05,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Sumerlaeota,0,0,5.33E-06,0,0,1.34E-05,0,0,6.25E-06,0,0,0,5.93E-06,3.52E-06,0,0,0,0,5.69E-06,6.05E-06,0,0,0,1.90E-06,0,0,0,1.59E-05,0,0,9.37E-07,0,0,9.63E-07,3.47E-06,0,0,4.54E-06,5.23E-06,0,0,0,0,0,0,0,0,4.15E-06,0,0,0,0,0,0,1.24E-05,0,0,0,0,0,8.71E-06,0,0,0,0,0,0,0,0,2.31E-06,0,4.52E-06,0,0,0,0,0,0,0,0,1.87E-06,5.41E-06,2.02E-06,0,0,0,2.49E-06,7.85E-06,0,0,0,0,0,0,0,0,0,7.68E-06,0,7.94E-06,0,0,0,0,0,9.14E-06,0,1.14E-05,0,1.51E-06,1.03E-06
d__Bacteria;k__unclassified_d__Bacteria;p__Caldiserica,0,0,0,0,0,0,0,1.88E-05,0,0,0,0,0,0,0,3.59E-06,0,0,0,0,0,0,0,0,0,0,0,4.34E-06,0,0,0,2.84E-05,1.25E-07,9.63E-07,0,0,1.27E-05,0,0,0,0,0,0,0,5.85E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.99E-07,0,0,8.82E-07,0,2.09E-06,0,0,0,0,0,4.30E-05,0,0,0,0,0,0,5.10E-06,0,0,0,0,0,0,0,0,0,0,0,3.50E-07,0,7.99E-07,0,0,0,1.02E-05,0,0,5.18E-06,0,0,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Raymondbacteria,0,0,0,2.91E-06,0,2.68E-05,0,0,1.87E-05,0,0,0,2.97E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64E-06,0,0,0,0,0,0,2.53E-06,0,0,0,0,6.18E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44E-06,2.31E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44E-06,0,0,4.45E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81E-05,5.70E-06,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Balneolaeota,0,7.14E-07,0,2.91E-06,0,0,0,8.56E-06,0,0,0,0,0,0,0,0,3.80E-06,0,0,0,9.22E-07,0,4.43E-06,1.90E-06,0,0,0,0,0,0,0,4.06E-07,1.25E-06,0,0,0,0,0,0,0,8.71E-06,2.53E-06,0,0,0,0,0,0,0,0,0,4.12E-05,0,0,0,0,0,0,0,0,0,1.60E-06,2.70E-06,0,8.82E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10E-06,0,0,0,0,0,0,0,0,0,0,0,5.25E-07,0,0,0,0,1.77E-06,0,0,0,2.59E-06,0,0,0,1.91E-06,0,0,0,0,3.02E-06,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Omnitrophica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80E-06,1.68E-06,5.95E-06,0,0,0,0,4.68E-06,0,0,0,0,0,0,0,1.74E-06,0,7.91E-07,0,0,0,0,0,0,0,0,0,4.17E-06,0,0,0,6.18E-06,0,0,0,2.97E-06,0,0,0,0,0,0,0,0,0,1.44E-06,0,3.34E-06,4.52E-06,0,0,0,0,0,3.07E-06,0,1.70E-06,0,0,0,0,0,0,0,7.85E-06,0,8.89E-06,1.36E-06,0,0,0,0,0,1.77E-06,0,0,3.97E-06,1.04E-05,0,0,6.12E-07,0,0,0,5.70E-06,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Rhodothermaeota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44E-07,1.90E-06,0,0,0,1.84E-07,0,0,0,0,0,0,0,0,1.15E-06,0,2.03E-07,0,0,0,0,0,0,0,0,0,0,0,0,1.46E-06,0,0,0,0,0,0,0,1.50E-05,1.07E-06,0,0,0,0,0,0,0,0,0,0,1.32E-05,0,0,0,0,0,0,0,8.95E-08,0,0,0,0,0,0,1.70E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77E-06,0,0,0,0,0,0,6.12E-07,1.91E-06,0,0,0,0,4.08E-05,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Zambryskibacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Moranbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15E-06,0,0,0,0,0,0,0,5.69E-06,5.89E-06,0,0,0,0,1.15E-06,3.75E-06,6.09E-07,0,0,0,0,3.44E-07,0,0,0,0,2.53E-06,0,0,0,0,0,4.15E-06,0,0,0,0,0,0,0,0,0,0,0,0,4.36E-06,0,0,0,1.76E-06,0,2.09E-06,0,2.88E-06,0,0,4.52E-06,0,0,0,0,0,0,0,0,1.87E-06,0,0,0,0,2.69E-06,2.49E-06,0,3.59E-06,0,0,1.75E-07,0,0,0,0,0,0,0,7.94E-06,0,0,2.38E-06,0,0,0,0,0,0,1.51E-05,0
d__Bacteria;k__unclassified_d__Bacteria;p__Thermotogae,0,1.27E-06,5.33E-06,0,0,0,0,5.14E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43E-06,0,0,0,0,4.34E-06,0,0,0,6.09E-07,1.00E-06,0,0,0,1.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09E-07,0,0,6.18E-06,0,0,0,0,0,0,0,2.70E-06,0,8.82E-07,0,0,0,0,0,3.34E-06,0,1.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36E-06,3.33E-06,0,3.99E-07,0,5.50E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Shapirobacteria,0,0,0,0,0,0,0,0,0,1.56E-06,0,2.37E-06,0,0,0,0,0,0,0,0,0,0,0,1.90E-06,8.42E-07,0,0,0,0,1.15E-06,0,0,0,0,0,0,9.29E-06,0,0,0,0,0,0,3.25E-06,1.46E-06,2.93E-06,0,4.15E-06,0,0,0,0,1.67E-06,0,0,0,0,2.46E-06,0,0,0,0,0,1.08E-06,0,0,0,2.88E-06,0,0,0,0,0,0,0,0,2.72E-06,0,0,0,0,0,0,0,4.17E-06,0,0,0,0,0,1.36E-06,0,0,0,0,0,0,0,0,0,2.59E-06,0,2.38E-06,0,1.91E-06,0,0,0,7.77E-06,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Curtissbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80E-06,0,2.84E-06,0,0,0,0,0,0,0,0,0,0,0,7.50E-06,0,0,0,0,0,3.44E-07,1.51E-06,0,0,0,0,0,0,1.46E-06,0,0,0,0,0,8.35E-06,0,1.67E-06,0,0,0,0,0,0,0,4.36E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02E-06,0,0,0,0,1.70E-06,0,0,2.02E-06,0,0,0,0,0,3.59E-06,1.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Marinimicrobia,0,0,0,0,0,0,0,0,0,1.56E-06,0,0,0,7.04E-06,0,0,0,0,0,6.05E-06,0,0,0,0,0,0,3.36E-06,0,0,0,0,0,0,0,0,0,0,1.51E-06,1.74E-06,0,0,2.53E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34E-06,0,0,0,0,0,2.72E-06,0,3.74E-06,1.70E-06,0,0,0,0,0,0,4.97E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04E-06,0,0,1.51E-06,1.03E-06
d__Bacteria;k__unclassified_d__Bacteria;p__candidate_division_NC10,0,0,0,0,0,0,0,0,6.25E-06,0,1.90E-06,0,2.97E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50E-06,0,0,0,0,0,0,0,0,0,0,2.11E-05,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Peregrinibacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41E-05,0,0,0,0,0,0,0,0,0,1.90E-06,0,0,0,0,0,0,9.37E-06,0,0,0,0,0,0,0,0,0,1.58E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42E-06,0,0,0,0,0,0,0,0,0,0,4.02E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Calditrichaeota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07E-06,0,3.25E-06,0,0,0,0,0,0,4.17E-06,0,0,0,6.18E-06,0,0,0,0,0,0,0,2.70E-06,0,1.76E-06,2.22E-06,0,0,7.20E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Kaiserbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41E-05,3.09E-06,1.44E-07,0,0,0,0,0,0,0,0,8.42E-07,0,0,0,0,0,0,0,0,0,0,0,1.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68E-07,0,8.04E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Uhrbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06E-05,0,0,0,2.56E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.07E-06,0,0,0,0,0,0,0,0,1.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Roizmanbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.37E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74E-05,0,0,0,0,0,0,0,5.59E-06,0,0,0,0,3.97E-06,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;k__unclassified_d__Archaea;p__Nanoarchaeota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90E-06,0,0,0,0,0,0,8.43E-06,0,0,0,0,0,0,3.02E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89E-06,0,0,0,0,0,5.50E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Riflebacteria,0,4.76E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44E-07,0,5.13E-06,0,6.05E-06,3.69E-07,0,0,0,0,0,0,0,0,0,9.37E-07,2.03E-07,7.53E-07,0,0,0,0,0,1.74E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53E-07,0,0,0,0,0,0,0,0,0,5.42E-06,0,0,0,0,0,0,0,0,7.16E-07,0,4.02E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Wolfebacteria,0,0,0,0,0,0,0,0,0,3.12E-06,0,0,0,7.04E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Kapabacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55E-06,0
d__Archaea;k__unclassified_d__Archaea;p__Candidatus_Micrarchaeota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62E-06,4.43E-06,0,0,0,0,0,0,0,0,1.63E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75E-07,0,3.99E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Woesebacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56E-06,0,0,0,0,0,6.88E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Chrysiogenetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Delongbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09E-07,0,1.23E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Gottesmanbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Wallbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03E-07,0,0,0,0,3.44E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;k__unclassified_d__Archaea;p__Candidatus_Aenigmarchaeota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.37E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Atribacterota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
