,YNC11,GZC36,GZC25,YNC4,SCC25,GZC3,GZC45,YGC27,GZC42,YNC8,GZC30,GZC5,SCC15,SCC19,YNC37,YGC25,GZC20,SCC8,GZC18,GZC1,YGC1,YGC47,YNC7,SCC29,YGC14,YNC25,YGC9,SCC14,YGC26,YNC47,SCC22,SCC27,YNC29,SCC7,YGC15,YNC17,YGC8,SCC24,SCC23,YNC32,GZC16,SCC28,SCC1,SCC18,YGC7,GZC27,YNC3,SCC13,YNC34,SCC21,YNC45,GZC7,YGC2,YGC3,YNC35,YNC22,SCC12,YGC50,YGC41,GZC13,GZC10,YNC9,YGC39,SCC5,YNC36,GZC4,YGC18,YNC15,YNC26,SCC9,YGC11,YGC5,SCC3,SCC2,YGC36,SCC17,YGC38,YGC48,SCC6,YNC46,GZC12,GZC41,GZC40,YGC43,YGC45,SCC16,GZC39,YGC16,SCC26,YGC4,YGC53,GZC46,YNC43,YGC52,GZC38,GZC33,SCC4,YNC40,YGC12,YNC39,SCC11,SCC20,YNC44,GZC43,GZC9,YNC18,GZC37,GZC44,YNC41,GZC32,SCC30,YGC31,GZC26,YNC12,YNC10,YNC31,YGC51,GZC14,SCC10,YNC24
d__Bacteria;k__unclassified_d__Bacteria;p__Gemmatimonadetes,3.45E-06,5.84E-08,6.14E-07,2.69E-06,2.28E-07,4.30E-06,6.57E-07,4.47E-06,7.69E-06,1.53E-06,1.59E-06,2.08E-05,0,3.52E-07,7.47E-08,0,1.72E-06,0,1.07E-07,6.10E-06,7.46E-08,1.16E-06,0,8.97E-08,3.84E-07,0,1.68E-07,7.76E-08,0,0,3.12E-07,0,1.41E-07,7.73E-08,2.75E-07,0,2.00E-07,0,0,7.01E-08,1.04E-07,0,1.45E-07,0,9.94E-06,1.54E-05,0,0,0,1.53E-07,5.97E-08,4.28E-07,4.89E-06,2.38E-06,6.05E-07,1.33E-07,9.13E-08,0,4.94E-07,8.44E-06,5.12E-07,6.33E-08,1.30E-07,0,0,3.28E-06,2.57E-07,2.06E-07,2.48E-07,0,8.89E-07,1.75E-06,8.35E-08,0,5.29E-07,0,4.43E-06,8.82E-07,0,2.79E-07,3.58E-07,9.59E-06,3.08E-07,3.72E-07,0,0,1.94E-06,1.78E-07,1.08E-07,1.75E-06,3.12E-06,0,6.99E-08,7.87E-07,3.33E-07,9.55E-08,0,5.88E-08,7.80E-06,0,1.05E-07,0,0,2.08E-06,1.84E-06,7.23E-08,2.04E-06,2.34E-07,7.35E-08,0.000248646,7.14E-08,9.00E-08,1.09E-07,0,1.05E-07,0,1.85E-06,2.60E-05,1.86E-07,0
d__Archaea;k__unclassified_d__Archaea;p__Candidatus_Thermoplasmatota,3.24E-07,0,1.02E-07,8.66E-08,4.90E-06,0,0,1.09E-07,1.75E-07,0,0,1.63E-06,0,4.67E-06,0,1.93E-07,1.32E-07,3.16E-07,7.46E-07,3.45E-07,7.46E-08,1.65E-07,0,0.000167776,0,0,8.39E-08,2.33E-07,7.47E-08,0,3.49E-05,6.46E-06,0,4.95E-06,0,9.17E-07,9.98E-08,0,1.85E-06,0,0,1.30E-07,7.25E-08,7.32E-08,9.04E-07,1.32E-06,0,8.25E-08,0,5.21E-06,0,1.43E-07,1.11E-07,4.32E-07,0,8.64E-07,3.26E-05,0,0,3.62E-06,8.07E-06,0,0,2.09E-06,1.46E-07,0,8.58E-08,1.37E-07,0,3.35E-06,0,0,9.18E-07,2.02E-07,1.76E-07,0,1.97E-07,0,0,0,1.19E-07,4.54E-06,3.08E-07,0,0,4.01E-06,8.09E-07,0,2.37E-06,0,1.78E-07,0,0,0,8.33E-08,0,1.97E-07,0,5.78E-07,0,1.82E-06,2.23E-06,0,1.30E-07,3.38E-06,0,8.73E-07,9.36E-07,7.35E-08,9.87E-06,1.14E-06,0,0,0,6.50E-05,0,3.70E-07,1.11E-06,9.78E-06,0
d__Bacteria;k__unclassified_d__Bacteria;p__Kiritimatiellaeota,0,4.67E-06,0,2.77E-06,5.69E-07,1.48E-07,3.29E-07,0,1.15E-05,7.64E-08,0,3.61E-07,0,1.25E-05,7.47E-08,0,0,0,3.20E-07,1.15E-07,0,0,7.77E-08,4.48E-07,2.88E-07,0,0,7.76E-08,2.24E-07,0,2.50E-07,9.42E-07,0,6.19E-07,0,0.000182137,3.99E-07,0,1.13E-06,0,0,0,7.25E-08,0,0,0,0,0,0,6.89E-07,0,0,0,1.08E-07,7.56E-08,6.64E-08,2.65E-06,0,0,9.04E-07,1.41E-06,0,0,4.17E-07,2.48E-06,9.68E-06,8.58E-08,0,1.65E-07,1.31E-05,0,7.59E-08,0,0,0,0,0,0,7.88E-07,5.57E-07,0,5.05E-07,0,0,6.22E-08,3.65E-07,0,0,7.55E-07,0,0,3.43E-06,0,0,0,2.86E-07,0,0,0,1.90E-07,8.38E-07,0,0,1.82E-06,1.37E-05,1.45E-07,1.75E-06,0,0,0,7.14E-08,1.80E-07,2.50E-06,0,1.79E-05,0,0,0,5.96E-06,0
d__Bacteria;k__unclassified_d__Bacteria;p__Thermotogae,1.74E-05,0,0,5.20E-07,1.09E-05,0,0,0,3.49E-07,1.53E-07,0,1.81E-07,2.93E-06,3.08E-06,0,2.89E-07,0,2.70E-05,2.13E-07,0,1.34E-06,0,6.99E-06,3.59E-07,0,2.89E-07,0,9.38E-06,9.71E-07,0,8.12E-07,1.35E-06,0,3.25E-06,1.10E-06,1.42E-06,9.98E-08,6.55E-08,9.25E-07,1.26E-06,0,5.74E-06,1.23E-06,2.71E-06,5.42E-07,0,0,0,0,6.89E-07,0,0,0,0,2.27E-06,0,3.65E-06,0,3.26E-06,0,2.56E-07,6.33E-08,0,2.34E-06,0,0,0,0,0,2.51E-07,0,7.59E-08,5.01E-07,8.77E-07,8.81E-08,1.68E-07,0,0,1.97E-06,6.22E-06,0,0,0,0,0,4.10E-06,0,0,3.23E-07,0,0,0,9.78E-07,0,0,0,1.97E-07,5.88E-08,0,9.52E-08,5.28E-06,1.80E-06,0,0,2.00E-06,0,4.36E-07,0,0,0,3.14E-06,1.80E-07,0,2.92E-07,1.68E-06,5.11E-06,0,0,6.52E-07,0
d__Archaea;k__unclassified_d__Archaea;p__Crenarchaeota,1.08E-06,0,0,0,0,7.42E-07,0,2.18E-07,1.75E-07,7.64E-08,1.13E-07,3.43E-06,8.00E-06,2.64E-07,0,9.64E-08,1.32E-07,2.56E-05,0,1.38E-06,2.24E-07,8.26E-08,1.55E-07,0,9.60E-08,0,0,5.89E-06,4.48E-07,0,8.31E-06,0,0,8.82E-06,0,5.09E-06,7.98E-07,0,0,0,0,4.56E-07,1.02E-06,5.86E-07,0,0,7.93E-08,1.65E-07,0,0,0,0,1.11E-07,0,7.56E-08,0,8.03E-06,0,1.98E-07,0,0,0,0,8.34E-07,7.29E-08,0,8.58E-08,0,0,5.03E-07,1.11E-07,6.07E-07,1.58E-05,2.97E-06,6.17E-07,5.05E-06,0,0,9.45E-06,4.64E-07,3.22E-06,5.05E-07,0,2.23E-07,0,7.11E-06,3.23E-07,0,0,0,0,0,1.40E-07,0,0,0,0,0,8.67E-07,0,5.69E-06,3.44E-07,0,0,1.54E-07,7.23E-08,0,0,0,5.39E-06,3.57E-07,9.00E-08,0,0,4.61E-06,0,1.85E-07,5.53E-07,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Abditibacteriota,0,0,7.17E-07,0,0,1.48E-07,0,0,1.75E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92E-06,0,0,0,0,0,1.56E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07E-07,0,1.45E-07,0,0,8.98E-07,0,0,0,0,0,0,9.24E-08,0.000140434,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Cloacimonetes,5.39E-07,0,0,0,1.14E-07,2.97E-07,3.83E-07,1.09E-07,8.73E-07,0,0,1.26E-06,2.93E-07,2.64E-07,0,9.64E-08,0,4.50E-06,1.07E-07,1.04E-06,0,1.65E-07,0,8.97E-08,3.84E-07,1.08E-06,4.20E-07,0,1.27E-06,1.23E-05,9.00E-06,0,0,1.55E-06,9.16E-08,1.44E-05,9.98E-07,0,6.17E-07,7.01E-08,0,1.30E-07,6.53E-07,1.46E-07,1.99E-06,0,0,8.25E-08,0,5.36E-07,0,0,0,3.03E-06,0,2.86E-06,1.83E-07,0,9.89E-08,1.51E-06,6.41E-07,0,0,0,0,4.68E-07,3.43E-07,0,0,5.03E-07,2.22E-07,3.79E-07,3.34E-07,0,1.05E-05,0,0,0,3.94E-07,0,2.39E-07,0,0,0,0,1.82E-07,1.62E-07,0,1.08E-07,0,0,6.12E-08,6.99E-08,0,1.67E-07,0,1.97E-07,0,2.89E-07,3.04E-05,1.05E-06,0,0,0,0,0,0,0,0,8.98E-07,7.14E-08,2.70E-07,0,0,9.75E-06,0,0,5.53E-07,9.31E-07,1.53E-07
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Rokubacteria,4.32E-07,0,1.02E-07,0,1.14E-07,1.19E-06,5.48E-08,4.36E-07,8.73E-07,7.64E-08,0,5.69E-05,0,0,0,9.64E-08,0,0,0,1.70E-05,0,2.48E-07,0,0,0,0,0,0,0,0,6.25E-08,0,0,0,9.16E-08,0,9.98E-08,0,0,0,0,1.30E-07,0,0,1.27E-06,6.60E-07,0,0,0,7.66E-08,0,0,3.33E-07,0,0,0,0,0,9.89E-08,6.03E-07,2.56E-07,0,0,0,0,3.12E-07,0,0,8.26E-08,0,1.11E-07,6.07E-07,0,0,0,0,9.84E-08,0,0,0,7.16E-07,1.01E-06,0,7.45E-08,0,0,8.09E-07,0,1.08E-07,1.84E-07,1.78E-07,6.12E-08,0,7.15E-08,0,0,0,5.88E-08,5.78E-07,0,0,0,0,0,4.61E-07,0,1.45E-07,1.17E-07,0,1.08E-05,0,0,0,0,0,0,6.47E-07,0,9.31E-08,0
d__Bacteria;k__unclassified_d__Bacteria;p__Armatimonadetes,1.40E-06,0,1.02E-07,1.73E-07,0,2.82E-06,0,2.18E-07,8.73E-07,1.53E-07,1.13E-07,5.06E-06,0,0,0,0,0,0,0,1.61E-06,4.48E-07,4.13E-07,0,0,1.92E-07,0,0,0,0,0,1.87E-07,0,7.05E-08,1.55E-07,9.16E-08,0,0,0,0,0,0,0,0,2.20E-07,2.71E-06,1.76E-06,0,0,0,0,0,7.13E-08,3.33E-07,8.64E-07,0,0,0,0,0,9.04E-07,1.28E-07,6.33E-08,0,0,0,3.12E-07,1.72E-07,0,8.26E-08,0,0,3.04E-07,8.35E-08,0,8.81E-08,0,1.97E-07,2.94E-07,0,9.28E-08,7.04E-06,8.58E-06,1.54E-07,7.45E-08,0,9.12E-08,6.47E-07,8.91E-08,0,9.22E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07E-07,0,7.27E-07,0,0,2.60E-05,7.14E-08,9.00E-08,0,0,0,0,6.47E-07,1.82E-05,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Ignavibacteriae,8.63E-07,0,0,1.73E-07,1.94E-06,4.45E-07,0,0,0,1.53E-07,1.13E-07,1.81E-06,9.76E-07,1.76E-06,0,0,0,3.87E-06,1.07E-07,0,0,0,3.88E-07,5.38E-07,0,0,0,5.35E-06,2.24E-07,0,1.94E-06,1.56E-05,0,2.86E-06,0,0,0,0,9.25E-07,7.01E-08,0,6.52E-08,7.25E-08,1.46E-07,1.81E-07,0,0,0,5.70E-08,3.60E-06,0,0,0,0,0,0,2.10E-06,0,9.89E-08,3.01E-07,8.97E-07,0,0,7.51E-07,0,0,0,0,1.65E-07,2.35E-06,0,0,1.67E-07,4.05E-07,0,0,0,0,4.73E-06,2.79E-07,0,0,0,0,0,3.65E-07,0,8.91E-08,7.11E-06,0,0,0,6.99E-08,0,0,0,0,0,0,0,3.53E-06,8.59E-08,0,0,1.54E-07,0,0,0,0,0,6.43E-07,0,0,0,0,0,0,0,3.72E-06,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Falkowbacteria,1.23E-05,0,2.05E-07,3.46E-07,0,1.78E-06,7.12E-07,0,6.99E-07,0,1.13E-07,0,0,0,2.24E-07,9.64E-08,0,0,0,1.15E-07,7.46E-08,0,6.99E-07,0,4.80E-07,0,8.39E-08,0,0,0,1.87E-07,0,0,7.73E-08,0,0,0,0,0,0,0,0,0,0,3.62E-07,2.20E-07,0,0,9.69E-07,0,0,0,0,3.24E-07,0,0,0,0,9.89E-08,3.62E-06,2.56E-07,2.53E-07,0,0,0,6.24E-07,0,0,3.63E-06,0,0,0,1.67E-07,0,2.64E-07,0,0,0,0,0,2.39E-07,5.05E-07,1.54E-07,7.45E-08,0,0,1.29E-06,0,0,0,8.92E-08,0,0,0,0,0,0,0,0,0,0,0,0,1.82E-06,1.84E-06,1.45E-07,5.82E-07,0,0,4.49E-06,0,0,0,9.75E-08,0,1.44E-07,0,5.53E-07,0,7.65E-08
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Moranbacteria,2.27E-06,0,0,0,0,1.04E-06,5.48E-07,0,0,7.64E-08,0,0,0,0,0,0,0,5.53E-07,0,0,0,0,0,0,9.60E-08,0,0,2.33E-07,7.47E-08,0,0,0,0,1.55E-07,9.16E-08,4.75E-06,0,0,0,0,0,0,0,0,5.42E-07,0,0,0,0,0,0,0,0,5.40E-07,0,0,1.83E-07,0,0,0,0,0,0,0,0,0,0,0,3.30E-07,0,0,0,0,0,2.03E-05,0,0,0,7.88E-07,0,0,5.05E-07,0,7.45E-08,0,9.12E-08,3.23E-07,0,0,0,0,0,0,0,0,0,0,0,2.89E-07,0,7.69E-07,0,0,6.50E-07,0,0,0,0,0,0,0,1.80E-07,0,0,0,0,0,5.53E-07,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Kaiserbacteria,2.16E-07,0,1.02E-07,0,0,0,5.48E-08,0,0,0,1.02E-06,1.81E-06,0,0,7.47E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48E-07,0,0,0,0,0,3.01E-07,3.72E-06,0,0,0,0,1.56E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.22E-08,0,0,0,0,0,0,0,0,0,0,6.99E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05E-05,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Tectomicrobia,1.08E-07,0,0,0,0,0,0,0,0,1.53E-07,0,1.08E-06,0,0,0,0,0,0,0,1.15E-07,0,8.26E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81E-07,2.20E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28E-07,0,0,0,0,1.56E-07,0,0,8.26E-08,0,0,3.79E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71E-05,0,0,0,0,0,0,9.24E-08,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Caldiserica,3.78E-06,0,1.02E-07,0,0,1.48E-07,8.21E-07,0,0,1.53E-07,0,0,0,0,1.49E-07,0,0,0,0,0,0,1.65E-07,1.55E-07,0,1.73E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62E-07,0,2.38E-07,0,1.14E-07,0,0,0,0,0,0,0,0,0,0,3.01E-07,1.28E-07,0,0,0,7.29E-08,1.56E-07,2.57E-07,6.85E-08,5.78E-07,0,0,0,0,0,8.81E-08,0,0,0,0,0,1.19E-07,0,0,7.45E-08,0,0,3.23E-07,0,0,0,0,6.12E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45E-07,1.45E-07,0,0,0,0,0,0,9.75E-08,0,0,9.24E-08,7.74E-06,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Riflebacteria,0,0,0,0,0,0,5.48E-08,0,1.75E-07,0,0,0,9.76E-08,0,0,0,0,7.90E-08,0,0,0,0,0,0,0,0,0,0,0,0,2.50E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08E-07,0,0,0,0,0,0,0,0,0,0,0,1.72E-06,0,0,0,0,0,0,0,0,2.64E-07,0,0,0,0,1.86E-07,0,7.57E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44E-07,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Myxococcota,1.08E-07,0,0,8.66E-08,0,0,5.48E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47E-08,0,0,0,0,0,0,0,9.98E-08,0,0,0,0,0,0,0,3.80E-06,2.20E-07,0,0,0,0,0,0,0,2.16E-07,0,0,0,0,0,6.03E-07,0,0,0,0,0,0,0,0,0,0,1.11E-07,0,0,0,8.81E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78E-07,0,0,7.15E-08,0,0,0,0,0,0,0,0,0,1.30E-07,0,0,0,0,0,1.80E-06,0,0,0,0,0,0,0,2.76E-06,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Balneolaeota,2.16E-07,0,0,1.73E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76E-08,0,0,0,0,0,4.56E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01E-07,2.70E-07,0,0,0,0,0,0,0,1.51E-06,0,0,0,1.82E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;k__unclassified_d__Archaea;p__Candidatus_Micrarchaeota,2.16E-07,0,0,8.66E-08,0,0,1.10E-07,0,0,0,0,0,0,0,0,0,0,1.58E-07,0,0,0,0,7.77E-08,0,0,0,0,0,0,0,4.37E-07,0,0,2.32E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08E-07,0,0,0,0,0,3.01E-07,0,6.33E-08,0,0,0,1.56E-07,0,0,0,0,0,0,8.35E-08,0,3.96E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33E-08,0,0,0,1.45E-06,0,1.05E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05E-07,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Eremiobacteraeota,1.08E-07,0,0,0,0,0,0,2.18E-07,1.75E-07,0,0,0,0,0,0,9.64E-08,0,0,0,0,1.49E-07,0,0,0,0,0,0,0,7.47E-08,0,6.25E-08,0,0,7.73E-08,9.16E-08,0,0,0,0,0,0,0,7.25E-08,0,0,4.40E-07,0,0,0,0,5.97E-08,0,1.11E-07,1.08E-07,0,0,0,0,3.96E-07,0,0,0,0,0,0,1.56E-07,0,0,0,0,0,1.52E-07,0,0,8.81E-08,0,0,0,0,0,0,5.05E-07,0,0,0,0,1.62E-07,0,0,0,1.78E-07,0,0,0,8.33E-08,0,0,0,2.89E-07,0,0,0,0,0,1.54E-07,0,1.45E-07,0,0,1.80E-06,0,2.70E-07,0,0,1.05E-07,0,9.24E-08,1.11E-06,9.31E-08,0
d__Archaea;k__unclassified_d__Archaea;p__Candidatus_Bathyarchaeota,0,0,0,0,0,0,5.48E-08,0,0,0,0,5.42E-07,0,0,7.47E-07,0,1.32E-07,7.90E-08,0,0,0,8.26E-08,0,0,1.92E-07,2.17E-07,0,0,7.47E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03E-06,1.23E-06,0,0,0,0,0,0,0,0,0,6.99E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,8.73E-07,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;k__unclassified_d__Archaea;p__Candidatus_Lokiarchaeota,0,0,0,0,0,2.97E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15E-07,7.46E-08,8.26E-08,7.77E-08,0,0,0,8.39E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E-07,7.59E-08,0,0,8.81E-08,0,0,0,0,0,2.39E-07,0,0,7.45E-08,0,0,0,8.91E-08,0,0,0,0,0,0,0,0,0,0,5.78E-07,0,0,0,0,0,0,0,0,0,0,2.69E-06,0,0,0,0,0,0,9.24E-08,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Nomurabacteria,2.16E-07,0,0,1.13E-06,0,0,0,0,1.75E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77E-08,0,0,0,0,0,0,0,0,0,0,0,0,8.34E-08,0,0,0,0,0,0,0,0,0,0,1.59E-07,0,1.14E-07,0,0,0,0,4.32E-07,0,0,0,0,0,0,0,0,0,0,0,1.56E-07,0,0,8.26E-08,0,0,0,0,0,1.76E-07,0,0,0,0,0,0,5.05E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05E-07,0,0,0,0,2.89E-07,0,0,0,0,0,0,0,0,0,0,0,1.11E-06,0,2.29E-07
d__Bacteria;k__unclassified_d__Bacteria;p__Chlorobi,2.16E-07,0,0,6.06E-07,0,0,0,1.09E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08E-06,2.20E-07,0,0,0,0,0,0,0,4.32E-07,0,0,0,0,0,0,0,0,0,1.67E-07,0,4.68E-07,0,0,0,0,0,0,0,0,8.81E-08,0,0,0,0,0,0,0,0,7.45E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89E-07,0,0,0,0,0,0,0,2.91E-07,0,0,0,0,0,0,0,0,7.19E-08,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Absconditabacteria,0,9.34E-07,0,0,0,0,0,0,2.45E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.60E-08,0,8.39E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28E-07,0,0,1.76E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.55E-08,0,0,0,0,0,0,0,2.60E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Levybacteria,0,0,0,0,0,0,0,0,0,0,0,1.63E-06,0,0,0,0,0,0,0,4.60E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81E-07,0,0,0,0,0,0,0,1.11E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Latescibacteria,0,0,0,0,0,1.48E-07,0,0,0,0,0,0,0,8.80E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42E-07,2.20E-07,0,0,2.28E-07,0,0,0,0,0,0,0,0,0,0,6.03E-07,0,0,0,0,0,1.56E-07,0,0,2.48E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30E-07,1.54E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Gracilibacteria,0,5.84E-08,0,0,0,0,0,2.18E-07,1.75E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.98E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62E-07,0,0,9.22E-08,0,0,0,0,0,0,0,0,8.67E-07,0,0,0,0,2.60E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53E-07,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Kapabacteria,0,0,0,1.30E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Hydrogenedentes,0,0,0,0,0,0,0,0,0,0,0,1.81E-07,0,0,0,0,0,0,0,1.15E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73E-08,0,4.17E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45E-07,0,0,0,0,0,0,0,4.20E-07,0,0,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Binatota,0,0,0,0,0,0,0,0,0,0,0,7.23E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23E-08,0,0,0,0,0,1.35E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19E-07,0,1.54E-07,0,0,0,0,0,0,0,0,0,0,0,8.33E-08,0,0,0,2.89E-07,0,0,0,0,0,0,0,0,0,0,0,0,9.00E-08,1.09E-07,0,0,0,9.24E-08,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Dormibacteraeota,0,0,0,0,0,0,0,0,0,0,0,3.61E-07,0,0,0,0,0,0,0,8.05E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35E-08,0,0,0,0,0,0,0,0,0,0,0
